"source_id","source_name","author","title","description","url","url_to_image","published_at","content","top_article","engagement_reaction_count","engagement_comment_count","engagement_share_count","engagement_comment_plugin_count"
"business-insider","Business Insider","Theron Mohamed","UBS is reportedly preparing to overhaul its investment arm — and it could mean hundreds of job cuts","""UBS is preparing to revamp its investment bank in a bid to revitalize the underperforming business, according to the Financial Times. The Swiss lender's sweeping overhaul will center on combining divisions and slashing costs to boost profits, raising the pros…""","https://markets.businessinsider.com/news/stocks/ubs-plans-investment-revamp-hundreds-of-job-cuts-2019-9-1028502636","https://images.markets.businessinsider.com/image/5d64de8b2e22af0560791f83-2400/2019-06-17t061035z1lynxnpef5g0bertroptp4ubs-group-china-haitong-int-sec.jpg","2019-09-05T15:18:00Z","""UBS is preparing to revamp its investment bank in a bid to revitalize the underperforming business, according to the Financial Times.\r\nThe Swiss lender's sweeping overhaul will center on combining divisions and slashing costs to boost profits, raising the pro… [+1372 chars]""",0,2,1,1586,0
"cnn","CNN","""Jeremy Diamond, CNN""","Top Trump Mideast peace envoy to step down","""Donald Trump's Middle East peace envoy Jason Greenblatt is leaving government after two-and-a-half years spent crafting a still-unreleased Israeli-Palestinian peace plan, according to multiple administration officials.""","https://www.cnn.com/2019/09/05/politics/jason-greenblatt-mideast-peace-trump/index.html","https://cdn.cnn.com/cnnnext/dam/assets/170519100652-jason-greenblatt-super-tease.jpg","2019-09-05T15:12:34Z","""(CNN)Donald Trump's Middle East peace envoy Jason Greenblatt is leaving government after two-and-a-half years spent crafting a still-unreleased Israeli-Palestinian peace plan, according to multiple administration officials.\r\nGreenblatt, the special representa… [+2751 chars]""",0,9,5,52,0
"the-new-york-times","The New York Times","""Benjamin Hoffman, Bill Pennington and Ben Shpigel""","""N.F.L.’s Aerial Focus Changes Positions Off the Ball, Too""","Today’s offensive era has forced the evolution of players who need to keep up with dynamic quarterbacks and multitasking receivers.","https://www.nytimes.com/2019/09/05/sports/football/nfl-offense-evolution-positions.html","https://static01.nyt.com/images/2019/09/05/sports/05NFLPreviewMain/05NFLPreviewMain-facebookJumbo.jpg","2019-09-05T11:18:18Z","""Offenses sometimes align wide receivers against Deion Jones, the Atlanta Falcons star middle linebacker, looking for a coverage mismatch. As a rookie, in 2016, he promised Coach Dan Quinn that it was unnecessary to check out of the call and put a defensive ba… [+1783 chars]""",0,1,0,12,0
"cnn","CNN","""Leah Asmelash, CNN""","A New Mexico restaurant sells tacos and burritos with names like 'The Wall' and 'Lock Her Up'. It's run by an immigrant","""\""Lock Her Up,\"" \""No Collusion,\"" and \""The Wall\"" -- these aren't just headlines related to President Donald Trump. They're menu items at Urban Taqueria in Albuquerque, New Mexico.""","https://www.cnn.com/2019/09/05/us/taco-names-new-mexico-restaurant-trnd/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190904161948-01-new-mexico-taco-trnd-super-tease.jpg","2019-09-05T10:18:07Z",null,0,1564,1002,267,0
"reuters","Reuters","Dante Carrer","Survivor sees Dorian peel off his home's roof in the Bahamas: 'This can't be real'","""Bahamas storm survivor Ramond King watched as Hurricane Dorian's swirling winds ripped the roof off his house in the Abaco Islands, and then as it churned to a neighbor's home to pluck the entire structure off the earth.""","http://feeds.reuters.com/~r/reuters/topNews/~3/YsOjWR6RQ78/survivor-sees-dorian-peel-off-his-homes-roof-in-the-bahamas-this-cant-be-real-idUSKCN1VQ1ZW","https://s4.reutersmedia.net/resources_v2/images/rcom-default.png","2019-09-05T15:05:01Z","""MARSH HARBOUR, Bahamas (Reuters) - Bahamas storm survivor Ramond King watched as Hurricane Dorian’s swirling winds ripped the roof off his house in the Abaco Islands, and then as it churned to a neighbor’s home to pluck the entire structure off the earth. \r\n“… [+1761 chars]""",1,0,0,842,0
"the-irish-times","The Irish Times","The Irish Times","Sterling gives up some gains amid concern over election","Pending election causes concern despite bill that seeks to avoid no-deal Brexit","https://www.irishtimes.com/business/markets/sterling-gives-up-some-gains-amid-concern-over-election-1.4008783","https://www.irishtimes.com/image-creator/?id=1.4008782&origw=1440","2019-09-05T08:22:37Z","""The pound lost some of its overnight gains on Thursday on concern that an election is still pending, even though Britain might have averted leaving the European Union next month without a transition agreement.\r\nLawmakers are hoping to pass a bill that seeks t… [+1187 chars]""",0,0,0,1,0
"newsweek","Newsweek","Christopher Groux","'Fortnite' All Destroy No Dancing Sign Locations Week 6 Challenge Guide","\"Fortnite\" fans may be looking for No Dancing Signs to complete the Boogie Down Mission. We'll tell you all the locations worth knowing.","https://www.newsweek.com/fortnite-all-destroy-no-dancing-sign-locations-week-6-challenge-guide-1457830","https://d.newsweek.com/en/full/1525303/fortnite-no-dancing-sign.png","2019-09-05T13:00:01Z","""Fortnite Boogie Down Missions are live for Season 10, and one of them asks players to destroy No Dancing Signs scattered around the Battle Royale map. In this guide we'll list six possible locations you can visit to get the Challenge done.\r\nNo Dancing Signs l… [+1069 chars]""",0,0,0,1,0
"newsweek","Newsweek","Brendan Cole","""Trump's Rural Base May Reject President in 2020 Because He Destroyed Demand for Corn, Iowa Ethanol Boss Warns: 'Complete Disappointment'""","""Nick Bowdish, CEO of Elite Octane in Atlantic, Iowa, told \""Newsweek\"" Trump administration is hurting the U.S. heartland that got him elected.""","https://www.newsweek.com/trumps-rural-base-may-reject-president-2020-because-he-destroyed-demand-corn-iowa-ethanol-boss-1457798","https://d.newsweek.com/en/full/1525221/iowa-corn.jpg","2019-09-05T15:57:23Z","""President Donald Trump is risking his rural heartland base via trade policies and destroying the demand for domestic agricultural products like corn, the head of a major ethanol factory in Iowa has told Newsweek.\r\nThe U.S. agricultural sector has borne the br… [+4477 chars]""",0,0,0,3,0
"the-irish-times","The Irish Times","Stuart Heritage","Strictly Come Dancing: who are the contestants and who’s going to win?","""There’s a posh one, a team of sporty types, soap ‘stars’ you may not recognise – and Anneka Rice""","https://www.irishtimes.com/culture/tv-radio-web/strictly-come-dancing-who-are-the-contestants-and-who-s-going-to-win-1.4007762","https://www.irishtimes.com/image-creator/?id=1.4007747&origw=1279","2019-09-05T09:00:12Z","""The 2019 Strictly Come Dancing lineup has been revealed in full, which means that Strictly Come Dancing will start soon, which means its Christmas soon, which means weve all basically wasted another year.\r\nStill, at least this year Strictly is mixing it up by… [+6451 chars]""",0,0,0,0,0
"cnn","CNN","""Lisa Respers France, CNN""","Scarlett Johansson 'would work' with Woody Allen 'anytime'","Scarlett Johansson is facing major backlash for some reported comments about controversial director Woody Allen.","https://www.cnn.com/2019/09/05/entertainment/scarlett-johansson-woody-allen-trnd/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190905080321-scarlett-johansson-woody-allen-split-super-tease.jpg","2019-09-05T13:08:50Z",null,0,712,550,115,0
"business-insider","Business Insider","Devon Delfino","""How to add a promotion on your LinkedIn profile on desktop or mobile, and share your new job title with your network""","""It's possible to add a promotion on LinkedIn and boost your professional reputation when you move up at your job. You can easily update your LinkedIn profile to include your new job status, and even choose to share it with your network in the process. Here's …""","https://www.businessinsider.com/how-to-add-promotion-on-linkedin","https://amp.businessinsider.com/images/5d7116dd2e22af45e81a35e4-2732-1366.jpg","2019-09-05T15:44:00Z","""A job promotion can mean a lot of extra perks, like getting a raise and working on more important projects. \r\n Letting people know about your new job status on LinkedIn is not only a good way to celebrate your success, but it can also signal to potential empl… [+2094 chars]""",0,0,0,3,0
"business-insider","Business Insider","Christopher Competiello","Goldman Sachs unveils 2 simple IPO-investment strategies that have crushed the market over the past 25 years","""David Kostin, the chief US equity strategist at Goldman Sachs, identifies two IPO strategies that have outperformed the market by 60 and 280 basis-points, respectively, since 1995. At the center of these strategies are equal-sized investments and the practice…""","https://www.businessinsider.com/2-ipo-investing-strategies-that-have-outperformed-since-1995-goldman-2019-9","https://amp.businessinsider.com/images/5d712a5f2e22af576d526db5-1920-960.jpg","2019-09-05T15:31:52Z","""When a company first trades on a public exchange, the majority of investors fall into two distinct categories: staunch believers and non-believers. \r\n They either think the stock is going to the moon, or it's going bust. There's generally not an excess of opi… [+3181 chars]""",1,7,0,4,0
"reuters","Reuters","Reuters Editorial","Mexico to give update on U.S.-Mexico migration talks on Friday","""Mexican President Andres Manuel Lopez Obrador said on Thursday his government will provide details on Friday on talks with the United States over curbing migration, at the end of a 90-day period in which Mexico vowed to take tougher measures.""","https://www.reuters.com/article/us-usa-immigration-mexico-idUSKCN1VQ1UI","https://s3.reutersmedia.net/resources/r/?m=02&d=20190905&t=2&i=1426558212&w=1200&r=LYNXNPEF841DM","2019-09-05T14:03:59Z","""MEXICO CITY (Reuters) - Mexican President Andres Manuel Lopez Obrador said on Thursday his government will provide details on Friday on talks with the United States over curbing migration, at the end of a 90-day period in which Mexico vowed to take tougher me… [+249 chars]""",0,1,0,21,0
"cbs-news","CBS News","CBS News","14 women sue Lyft over alleged sexual assaults by drivers","A new lawsuit claims the ride-sharing service Lyft mishandled complaints against drivers and allowed them to continue working following alleged assaults. KPIX-TV's Melissa Caen reports.","https://www.cbsnews.com/video/14-women-sue-lyft-over-alleged-sexual-assaults-by-drivers/","https://cbsnews1.cbsistatic.com/hub/i/r/2019/09/05/8099e9e9-5065-4c3a-94d5-b472586b82a4/thumbnail/1200x630/ecaab5a02f837959bc6995fd296d865b/qj-1927400-640x360.jpg","2019-09-05T17:11:41Z",null,1,0,0,0,0
"abc-news","ABC News","The Associated Press","The Latest: High winds damage homes in South Carolina","""In South Carolina, a North Myrtle Beach city spokesman says officials believe one or more suspected tornadoes from Hurricane Dorian damaged several residences and mobile homes in the city Thursday morning""","https://abcnews.go.com/International/wireStory/latest-high-winds-damage-homes-south-carolina-65406687","https://s.abcnews.com/images/Lifestyle/WireAP_2e2fc40acfcb43cdbf25b5b7beb3b425_16x9_992.jpg","2019-09-05T14:10:58Z","""The Latest on Hurricane Dorian (all times local):\r\n9:45 a.m.\r\nIn South Carolina, a North Myrtle Beach city spokesman says officials believe one or more suspected tornadoes from Hurricane Dorian damaged several residences and mobile homes in the city Thursday … [+9547 chars]""",0,0,0,3,0
